date,product_type,demand
2024-04-27,Belt,288
2024-04-27,Custom,274
2024-04-27,Jacket Leather,341
2024-04-27,Shoe Leather,301
2024-04-27,Wallet,280
2024-04-28,Bag,264
2024-04-28,Belt,288
2024-04-28,Custom,289
2024-04-28,Jacket Leather,341
2024-04-28,Shoe Leather,336
2024-04-28,Wallet,268
2024-04-29,Bag,256
2024-04-29,Belt,276
2024-04-29,Custom,296
2024-04-29,Jacket Leather,346
2024-04-29,Shoe Leather,342
2024-04-29,Wallet,283
2024-04-30,Bag,261
2024-04-30,Belt,288
2024-04-30,Custom,322
2024-04-30,Jacket Leather,347
2024-04-30,Shoe Leather,320
2024-04-30,Wallet,286
2024-05-01,Bag,265
2024-05-01,Belt,313
2024-05-01,Custom,311
2024-05-01,Jacket Leather,337
2024-05-01,Shoe Leather,341
2024-05-01,Wallet,280
2024-05-02,Bag,244
2024-05-02,Belt,301
2024-05-02,Custom,293
2024-05-02,Jacket Leather,349
2024-05-02,Shoe Leather,325
2024-05-02,Wallet,291
2024-05-03,Bag,262
2024-05-03,Belt,287
2024-05-03,Custom,312
2024-05-03,Jacket Leather,353
2024-05-03,Shoe Leather,333
2024-05-03,Wallet,278
2024-05-04,Bag,257
2024-05-04,Belt,306
2024-05-04,Custom,291
2024-05-04,Jacket Leather,352
2024-05-04,Shoe Leather,322
2024-05-04,Wallet,276
2024-05-05,Bag,252
2024-05-05,Belt,285
2024-05-05,Custom,316
2024-05-05,Jacket Leather,355
2024-05-05,Shoe Leather,351
2024-05-05,Wallet,287
2024-05-06,Bag,257
2024-05-06,Belt,280
2024-05-06,Custom,298
2024-05-06,Jacket Leather,348
2024-05-06,Shoe Leather,324
2024-05-06,Wallet,267
2024-05-07,Bag,275
2024-05-07,Belt,298
2024-05-07,Custom,299
2024-05-07,Jacket Leather,342
2024-05-07,Shoe Leather,326
2024-05-07,Wallet,260
2024-05-08,Bag,261
2024-05-08,Belt,268
2024-05-08,Custom,310
2024-05-08,Jacket Leather,346
2024-05-08,Shoe Leather,314
2024-05-08,Wallet,283
2024-05-09,Bag,245
2024-05-09,Belt,258
2024-05-09,Custom,280
2024-05-09,Jacket Leather,331
2024-05-09,Shoe Leather,336
2024-05-09,Wallet,285
2024-05-10,Bag,252
2024-05-10,Belt,283
2024-05-10,Custom,275
2024-05-10,Jacket Leather,318
2024-05-10,Shoe Leather,332
2024-05-10,Wallet,265
2024-05-11,Bag,257
2024-05-11,Belt,270
2024-05-11,Custom,279
2024-05-11,Jacket Leather,322
2024-05-11,Shoe Leather,326
2024-05-11,Wallet,260
2024-05-12,Bag,248
2024-05-12,Belt,267
2024-05-12,Custom,292
2024-05-12,Jacket Leather,312
2024-05-12,Shoe Leather,315
2024-05-12,Wallet,273
2024-05-13,Bag,236
2024-05-13,Belt,259
2024-05-13,Custom,263
2024-05-13,Jacket Leather,310
2024-05-13,Shoe Leather,296
2024-05-13,Wallet,248
2024-05-14,Bag,227
2024-05-14,Belt,257
2024-05-14,Custom,247
2024-05-14,Jacket Leather,312
2024-05-14,Shoe Leather,308
2024-05-14,Wallet,243
